    George V|1921||0|||||canada_25cent_a|canada_25cent_b
    George V|1922||0|||||canada_25cent_a|canada_25cent_b
    George V|1923||0|||||canada_25cent_a|canada_25cent_b
    George V|1924||0|||||canada_25cent_a|canada_25cent_b
    George V|1925||0|||||canada_25cent_a|canada_25cent_b
    George V|1926||0|||||canada_25cent_a|canada_25cent_b
    George V|1927||0|||||canada_25cent_a|canada_25cent_b
    George V|1928||0|||||canada_25cent_a|canada_25cent_b
    George V|1929||0|||||canada_25cent_a|canada_25cent_b
    George V|1930||0|||||canada_25cent_a|canada_25cent_b
    George V|1931||0|||||canada_25cent_a|canada_25cent_b
    George V|1932||0|||||canada_25cent_a|canada_25cent_b
    George V|1933||0|||||canada_25cent_a|canada_25cent_b
    George V|1934||0|||||canada_25cent_a|canada_25cent_b
    George V|1935||0|||||canada_25cent_a|canada_25cent_b
    George V|1936||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1937||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1938||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1939||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1940||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1941||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1942||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1943||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1944||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1945||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1946||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1947||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1948||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1949||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1950||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1951||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1952||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1953||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1954||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1955||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1956||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1957||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1958||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1959||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1960||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1961||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1962||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1963||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1964||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1965||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1966||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1967||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1968||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1969||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1970||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1971||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1972||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1973||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1974||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1975||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1976||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1977||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1978||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1979||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1980||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1981||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1982||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1983||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1984||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1985||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1986||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1987||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1988||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1989||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1990||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1991||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1992||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1993||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1994||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1995||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1996||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1997||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1998||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|1999||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2000||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2001||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2002||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2003||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2004||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2005||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2006||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2007||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2008||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2009||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2010||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2011||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2012||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2013||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2014||0|||||canada_25cent_a|canada_25cent_b
    Elizabeth II|2015||0|||||canada_25cent_a|canada_25cent_b
